policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-627467,54,90,123.78,566000,0.74,0.18,0.46,0.24,0.92,LIME,FALSE,65,0.75,FALSE,0.85,premium_adjustment,4/17/25 9:29,decrease,moderate,none
POL-207212,45,330,144.69,124000,0.75,0.51,0.3,0.78,0.86,counterfactual,FALSE,82,0.65,FALSE,0.68,none,4/8/25 15:06,increase,moderate,mild
POL-071704,42,106,85.73,337000,0.64,0.22,0.22,0.4,0.66,counterfactual,FALSE,82,0.88,FALSE,0.72,none,12/21/24 11:51,increase,moderate,none
POL-912041,29,186,74.24,901000,0.91,0.71,0.38,0.11,0.66,LIME,TRUE,90,0.6,FALSE,0.45,none,6/26/24 18:00,decrease,moderate,high
POL-064756,55,410,343.45,777000,0.65,0.27,0.34,0.3,0.69,LIME,TRUE,15,0.57,FALSE,0.6,retention_call,3/8/25 11:35,neutral,fast,mild
POL-062822,39,230,420.04,1678000,0.88,0.22,0.16,0.24,0.8,counterfactual,FALSE,72,0.7,FALSE,0.88,retention_call,3/2/24 10:03,increase,moderate,none
POL-555230,55,64,210.11,352000,0.64,0.52,0.26,0.44,0.57,counterfactual,FALSE,110,0.67,TRUE,0.5,retention_call,10/21/25 8:11,increase,delayed,high
POL-831351,38,6,236.84,340000,0.92,0.22,0.44,0.34,0.66,feature_importance,FALSE,55,0.57,FALSE,0.79,none,8/23/25 11:06,decrease,moderate,none
POL-867760,68,160,269.99,1969000,0.65,0.51,0.34,0.4,0.92,rule-based,TRUE,60,0.88,TRUE,0.85,premium_adjustment,1/26/24 9:43,increase,moderate,high
POL-506420,47,416,823.78,905000,0.97,0.36,0.04,0.44,0.7,SHAP,TRUE,18,0.82,FALSE,0.95,none,10/2/24 9:50,increase,fast,mild
POL-098940,70,270,52.49,278000,0.72,0.41,0.28,0.58,0.71,SHAP,FALSE,82,0.77,FALSE,0.77,none,3/23/25 15:37,increase,moderate,none
POL-871674,28,6,124.32,924000,0.78,0.31,0.28,0.78,0.79,SHAP,FALSE,45,0.75,FALSE,0.58,none,9/18/24 14:19,increase,moderate,none
POL-623133,61,18,263.3,188000,0.54,0.41,0.34,0.62,0.63,rule-based,TRUE,326,0.82,FALSE,0.88,retention_call,11/17/24 18:30,increase,delayed,high
POL-201437,50,210,125.73,1163000,0.83,0.66,0.58,0.34,0.86,SHAP,TRUE,244,0.75,TRUE,0.52,none,1/26/24 10:43,decrease,delayed,high
POL-200482,68,220,191.62,1101000,0.68,0.28,0.28,0.88,0.55,rule-based,FALSE,150,0.65,TRUE,0.46,premium_adjustment,3/28/25 9:27,increase,delayed,none
POL-862129,69,230,190.03,746000,0.58,0.61,0.34,0.74,0.76,SHAP,FALSE,38,0.73,TRUE,0.56,coverage_review,8/20/24 9:42,increase,fast,mild
POL-136782,56,186,113.07,262000,0.81,0.52,0.58,0.36,0.76,counterfactual,TRUE,40,0.69,TRUE,0.54,coverage_review,8/20/24 13:35,decrease,fast,mild
POL-145900,29,12,261.64,1159000,0.98,0.59,0.08,0.1,0.61,LIME,FALSE,68,0.62,FALSE,0.75,none,7/4/25 18:31,neutral,moderate,high
POL-412930,44,520,210.5,274000,0.53,0.05,0.04,0.12,0.66,LIME,FALSE,32,0.87,FALSE,0.6,none,2/8/25 17:03,increase,fast,none
POL-008201,38,60,95.32,544000,0.93,0.13,0.02,0.08,0.82,SHAP,FALSE,70,0.61,FALSE,0.67,none,2/8/25 10:19,increase,moderate,none
POL-778244,48,18,123.7,294000,0.98,0.18,0.02,0.16,0.85,SHAP,FALSE,15,0.81,FALSE,0.94,none,7/4/25 10:57,increase,fast,none
POL-011210,31,305,410.01,1907000,0.84,0.05,0.04,0.45,0.76,feature_importance,TRUE,95,0.83,FALSE,0.42,none,9/22/25 9:33,increase,moderate,none
POL-919212,59,520,260.38,1562000,0.91,0.18,0.48,0.24,0.63,rule-based,FALSE,64,0.79,TRUE,0.9,retention_call,7/21/25 10:31,decrease,moderate,none
POL-001405,39,118,68.08,909000,0.72,0.41,0.02,0.52,0.77,SHAP,FALSE,66,0.76,FALSE,0.88,none,3/18/24 16:35,increase,moderate,none
POL-007320,46,10,259.2,339000,0.67,0.24,0.04,0.35,0.66,feature_importance,FALSE,115,0.86,FALSE,0.43,none,3/1/24 14:27,increase,delayed,mild
POL-001246,50,150,420.19,121000,0.84,0.22,0.38,0.54,0.63,SHAP,FALSE,42,0.72,FALSE,0.88,none,12/6/24 15:19,increase,moderate,none
POL-420802,43,290,1462.99,440000,0.89,0.58,0.15,0.41,0.78,SHAP,FALSE,31,0.66,FALSE,0.76,none,6/20/25 13:49,increase,fast,mild
POL-884941,42,46,59.07,464000,0.95,0.05,0.3,0.51,0.65,counterfactual,FALSE,17,0.68,FALSE,0.71,none,12/7/24 13:15,increase,fast,none
POL-674731,59,12,60.62,72000,0.91,0.09,0.04,0.18,0.59,rule-based,FALSE,18,0.65,FALSE,0.66,none,7/24/25 15:57,increase,fast,none
POL-575960,67,112,980.29,549000,0.63,0.43,0.08,0.62,0.7,LIME,FALSE,15,0.78,FALSE,0.73,none,12/5/24 13:09,increase,fast,mild
POL-732214,38,6,1472.91,806000,0.53,0.59,0.12,0.22,0.46,feature_importance,FALSE,22,0.61,FALSE,0.63,none,8/25/24 9:33,increase,fast,high
POL-451726,48,72,155.7,425000,0.93,0.05,0.38,0.42,0.62,counterfactual,TRUE,58,0.71,FALSE,0.49,premium_adjustment,7/16/24 18:12,neutral,moderate,none
POL-451990,44,12,114.47,305000,0.52,0.15,0.16,0.23,0.46,feature_importance,FALSE,88,0.55,FALSE,0.62,none,7/5/25 17:30,increase,moderate,none
POL-403801,35,372,103.87,375000,0.82,0.25,0.28,0.76,0.6,LIME,FALSE,15,0.83,FALSE,0.76,none,9/28/24 10:27,increase,fast,none
POL-358259,53,420,148.72,759000,0.84,0.53,0.22,0.34,0.73,SHAP,FALSE,35,0.77,FALSE,0.73,retention_call,8/6/24 11:53,increase,fast,mild
POL-908438,50,350,210.47,2000000,0.73,0.71,0.08,0.42,0.5,SHAP,FALSE,15,0.84,FALSE,0.6,none,11/8/25 16:58,increase,fast,high
POL-901219,29,80,811.86,756000,0.72,0.4,0.2,0.58,0.92,LIME,FALSE,60,0.65,FALSE,0.72,none,7/26/24 9:43,increase,moderate,mild
POL-405221,28,380,433.68,647000,0.66,0.5,0.42,0.74,0.73,counterfactual,FALSE,32,0.68,FALSE,0.55,none,7/4/25 14:03,increase,fast,mild
POL-234674,54,258,60.26,902000,0.8,0.35,0.14,0.74,0.6,feature_importance,TRUE,40,0.6,FALSE,0.4,premium_adjustment,7/18/25 14:19,increase,fast,none
POL-956561,55,210,363.38,1178000,0.88,0.21,0.36,0.88,0.92,LIME,TRUE,58,0.79,TRUE,0.92,premium_adjustment,10/29/24 9:26,increase,moderate,mild
POL-969260,55,280,243.33,79000,0.77,0.21,0.3,0.68,0.87,LIME,FALSE,58,0.67,FALSE,0.5,retention_call,12/5/24 12:27,increase,moderate,none
POL-522270,38,64,210.19,230000,0.88,0.48,0.46,0.32,0.65,LIME,TRUE,30,0.62,FALSE,0.47,retention_call,10/22/25 13:23,decrease,fast,high
POL-000842,45,150,130.1,744000,0.9,0.29,0.48,0.36,0.6,rule-based,FALSE,92,0.83,FALSE,0.83,none,4/21/24 13:59,decrease,moderate,none
POL-027204,40,170,412.65,644000,0.98,0.15,0.09,0.22,0.76,SHAP,FALSE,38,0.92,FALSE,0.95,none,5/8/25 13:18,increase,fast,none
POL-901235,44,96,72,1795000,0.65,0.06,0.42,0.32,0.86,counterfactual,FALSE,54,0.65,FALSE,0.67,none,1/26/24 9:43,decrease,moderate,none
POL-131872,49,406,260.31,350000,0.72,0.21,0.12,0.38,0.64,SHAP,FALSE,42,0.71,FALSE,0.8,none,6/1/24 11:49,increase,moderate,none
POL-314401,69,520,801.37,1644000,0.68,0.71,0.22,0.62,0.77,rule-based,FALSE,140,0.68,TRUE,0.78,retention_call,12/15/24 11:59,increase,delayed,high
POL-515904,38,12,210.12,1489000,0.6,0.36,0.2,0.24,0.46,LIME,FALSE,25,0.56,FALSE,0.84,none,10/18/25 12:55,neutral,fast,mild
POL-309809,42,28,491.52,72000,0.91,0.3,0.28,0.48,0.76,counterfactual,FALSE,150,0.51,TRUE,0.48,retention_call,2/21/24 9:19,increase,delayed,mild
POL-321735,28,344,524.75,70000,0.6,0.44,0.46,0.76,0.82,SHAP,TRUE,210,0.8,TRUE,0.41,premium_adjustment,8/8/24 15:04,increase,delayed,high
POL-822250,62,120,150.32,862000,0.62,0.22,0.24,0.47,0.77,SHAP,FALSE,50,0.83,FALSE,0.86,none,11/17/24 13:15,increase,moderate,none
POL-41882,28,62,428.36,180000,0.53,0.47,0.42,0.08,0.83,rule-based,FALSE,18,0.78,FALSE,0.64,none,4/26/24 15:58,decrease,fast,mild
POL-960941,38,200,190.55,274000,0.88,0.62,0.55,0.72,0.83,feature_importance,TRUE,130,0.85,TRUE,0.72,none,7/28/24 18:30,increase,delayed,high
POL-918207,58,399,327.67,118000,0.81,0.58,0.38,0.52,0.73,SHAP,TRUE,180,0.87,FALSE,0.5,premium_adjustment,5/23/25 8:25,increase,delayed,high
POL-70860,60,120,1219.04,1484000,0.85,0.1,0.44,0.88,0.77,feature_importance,TRUE,130,0.79,TRUE,0.66,premium_adjustment,11/30/24 11:27,increase,delayed,none
POL-712109,60,6,466.4,113000,0.58,0.59,0.04,0.52,0.58,counterfactual,FALSE,22,0.94,FALSE,0.88,none,8/17/24 9:03,increase,fast,high
POL-011239,55,310,260.39,316000,0.52,0.05,0.3,0.54,0.78,counterfactual,FALSE,34,0.61,FALSE,0.63,coverage_review,1/26/24 9:43,increase,fast,none
POL-218845,60,396,150.27,545000,0.55,0.36,0.04,0.38,0.67,LIME,FALSE,15,0.73,FALSE,0.42,none,3/26/24 16:27,increase,fast,none
POL-314430,33,172,310.18,614000,0.89,0.12,0.18,0.44,0.79,LIME,FALSE,74,0.6,FALSE,0.6,none,6/11/25 12:26,increase,moderate,none
POL-590724,51,260,109.84,93000,0.9,0.45,0.48,0.1,0.66,SHAP,TRUE,28,0.95,FALSE,0.5,premium_adjustment,9/26/24 9:23,decrease,fast,mild
POL-212648,38,450,310.35,1967000,0.82,0.38,0.14,0.48,0.78,feature_importance,FALSE,98,0.75,FALSE,0.8,none,4/15/24 13:27,increase,moderate,mild
POL-537900,60,56,208.24,912000,0.88,0.09,0.4,0.73,0.66,feature_importance,TRUE,40,0.55,TRUE,0.57,retention_call,12/8/24 13:33,increase,fast,none
POL-299840,39,110,310.68,121000,0.77,0.28,0.32,0.41,0.77,LIME,FALSE,82,0.67,FALSE,0.76,none,5/2/24 11:15,increase,moderate,mild
POL-355212,29,48,125.88,956000,0.97,0.15,0.02,0.2,0.92,feature_importance,FALSE,40,0.55,TRUE,0.95,none,7/17/25 9:11,increase,fast,none
POL-385631,48,132,69.2,120000,0.96,0.17,0.2,0.26,0.82,counterfactual,FALSE,18,0.69,FALSE,0.71,none,8/14/25 13:40,increase,fast,none
POL-677230,38,370,60.5,273000,0.89,0.14,0.18,0.14,0.65,LIME,FALSE,15,0.69,FALSE,0.64,none,3/11/24 13:33,neutral,fast,none
POL-202862,48,212,52.47,108000,0.98,0.2,0.28,0.56,0.65,feature_importance,FALSE,15,0.69,FALSE,0.76,none,4/12/24 10:03,increase,fast,none
POL-299968,60,170,1471.9,1837000,0.88,0.08,0.08,0.78,0.86,counterfactual,TRUE,42,0.62,TRUE,0.6,retention_call,4/6/24 15:42,increase,moderate,none
POL-098923,58,6,95.17,1396000,0.97,0.29,0.44,0.31,0.56,LIME,FALSE,96,0.93,FALSE,0.67,none,3/12/25 15:23,decrease,moderate,none
POL-500900,50,220,210.45,1216000,0.72,0.57,0.2,0.42,0.62,feature_importance,FALSE,75,0.79,FALSE,0.71,premium_adjustment,1/1/25 13:27,increase,moderate,high
POL-841900,34,162,89.2,941000,0.55,0.46,0.36,0.3,0.53,counterfactual,TRUE,65,0.65,FALSE,0.61,retention_call,3/20/25 18:37,decrease,moderate,mild
POL-442909,66,200,477.81,903000,0.85,0.31,0.22,0.62,0.88,rule-based,TRUE,68,0.65,FALSE,0.44,premium_adjustment,8/24/25 9:50,increase,moderate,mild
POL-128637,33,520,610.09,787000,0.97,0.55,0.32,0.1,0.92,LIME,FALSE,120,0.68,FALSE,0.6,none,8/14/25 9:05,decrease,delayed,high
POL-100224,28,26,310.08,1467000,0.94,0.4,0.4,0.38,0.76,feature_importance,TRUE,110,0.71,TRUE,0.53,retention_call,1/26/24 9:43,neutral,delayed,high
POL-901389,28,6,740.3,124000,0.98,0.05,0.56,0.58,0.81,rule-based,FALSE,50,0.61,TRUE,0.68,none,8/17/25 9:35,neutral,moderate,none
POL-42530,55,302,310.24,1669000,0.74,0.33,0.56,0.88,0.47,rule-based,FALSE,110,0.64,TRUE,0.77,retention_call,6/12/25 11:47,increase,delayed,mild
POL-183102,58,6,1249.28,404000,0.91,0.31,0.08,0.6,0.69,LIME,TRUE,152,0.74,FALSE,0.67,none,5/22/25 16:13,increase,delayed,mild
POL-615826,42,40,57.68,124000,0.8,0.32,0.18,0.2,0.66,feature_importance,FALSE,58,0.83,FALSE,0.74,none,7/20/24 11:59,neutral,moderate,none
POL-157434,28,250,266.19,406000,0.92,0.61,0.08,0.28,0.92,LIME,FALSE,35,0.92,FALSE,0.62,none,12/24/24 9:30,increase,fast,high
POL-312778,45,370,72.07,981000,0.96,0.51,0.58,0.58,0.53,rule-based,FALSE,48,0.79,FALSE,0.54,none,9/20/24 12:58,neutral,moderate,mild
POL-331718,69,156,52.3,410000,0.61,0.35,0.42,0.66,0.76,SHAP,FALSE,80,0.63,FALSE,0.7,retention_call,6/12/24 11:27,increase,moderate,none
POL-293635,68,312,296.9,646000,0.76,0.32,0.38,0.32,0.76,LIME,TRUE,28,0.77,TRUE,0.5,coverage_review,11/17/24 9:40,decrease,fast,mild
POL-203740,47,6,310.65,606000,0.94,0.05,0.54,0.12,0.59,counterfactual,FALSE,22,0.6,FALSE,0.88,none,1/26/24 12:26,decrease,fast,none
POL-251935,52,29,514.42,75000,0.98,0.18,0.22,0.74,0.89,feature_importance,FALSE,44,0.8,FALSE,0.58,none,1/18/25 10:37,increase,moderate,none
POL-718361,47,6,125.49,926000,0.52,0.07,0.14,0.72,0.83,counterfactual,FALSE,18,0.6,FALSE,0.63,none,3/4/24 10:09,increase,fast,none
POL-159890,69,218,729.91,180000,0.7,0.5,0.44,0.62,0.66,rule-based,TRUE,92,0.72,TRUE,0.58,retention_call,2/21/24 8:03,increase,moderate,high
POL-294842,28,280,190.09,407000,0.69,0.58,0.32,0.68,0.79,SHAP,TRUE,15,0.95,FALSE,0.79,retention_call,10/7/24 9:42,increase,fast,mild
POL-196294,50,72,241.51,124000,0.91,0.38,0.56,0.56,0.55,SHAP,FALSE,95,0.6,FALSE,0.58,premium_adjustment,10/7/24 11:59,neutral,moderate,mild
POL-264213,69,140,1497.22,1113000,0.89,0.3,0.3,0.84,0.76,LIME,TRUE,80,0.72,TRUE,0.4,coverage_review,6/12/24 9:11,increase,moderate,mild
POL-441922,62,340,276.03,428000,0.7,0.61,0.48,0.3,0.92,LIME,TRUE,100,0.71,TRUE,0.56,retention_call,11/2/24 14:58,decrease,moderate,high
POL-310713,67,426,980.03,123000,0.84,0.44,0.42,0.18,0.89,SHAP,TRUE,210,0.85,TRUE,0.56,premium_adjustment,12/26/24 11:47,decrease,delayed,high
POL-196831,29,10,60.16,1116000,0.86,0.46,0.28,0.69,0.65,rule-based,TRUE,120,0.75,TRUE,0.83,coverage_review,6/20/24 8:50,increase,delayed,mild
POL-604412,41,190,58.56,492000,0.89,0.23,0.18,0.38,0.63,LIME,FALSE,72,0.72,FALSE,0.73,none,10/20/25 15:10,increase,moderate,none
POL-612806,28,22,52.67,180000,0.9,0.4,0.4,0.74,0.63,rule-based,FALSE,70,0.66,TRUE,0.58,retention_call,7/19/25 9:17,increase,moderate,none
POL-823771,43,260,1500,1118000,0.78,0.18,0.02,0.41,0.73,rule-based,FALSE,38,0.86,FALSE,0.63,none,9/1/25 10:01,increase,fast,none
POL-326211,58,100,89.35,120000,0.68,0.71,0.24,0.2,0.6,LIME,FALSE,58,0.95,FALSE,0.6,coverage_review,6/26/24 9:43,neutral,moderate,mild
POL-621201,43,166,59.45,276000,0.92,0.28,0.1,0.32,0.66,SHAP,FALSE,88,0.64,FALSE,0.58,none,7/31/24 17:06,increase,moderate,none
POL-594347,47,400,527.83,408000,0.95,0.28,0.12,0.44,0.65,LIME,FALSE,18,0.61,FALSE,0.6,none,7/31/24 18:00,increase,fast,none
POL-203617,68,6,189.8,796000,0.64,0.61,0.28,0.3,0.68,SHAP,FALSE,120,0.63,TRUE,0.48,retention_call,8/2/24 9:43,neutral,delayed,mild
POL-932267,52,330,244.13,1123000,0.61,0.5,0.34,0.56,0.78,SHAP,FALSE,70,0.73,FALSE,0.71,coverage_review,6/17/24 9:30,increase,moderate,mild
POL-958947,54,12,140.01,124000,0.98,0.12,0.58,0.1,0.82,counterfactual,FALSE,15,0.92,TRUE,0.48,none,7/26/25 18:47,decrease,fast,none
POL-517224,70,158,444.51,85000,0.63,0.08,0.3,0.44,0.7,feature_importance,FALSE,100,0.58,FALSE,0.48,premium_adjustment,8/22/24 10:50,increase,moderate,none
POL-710218,28,322,310.2,790000,0.92,0.05,0.56,0.66,0.92,counterfactual,FALSE,215,0.62,FALSE,0.5,premium_adjustment,12/8/24 15:27,increase,delayed,none
POL-689923,28,76,982.19,866000,0.73,0.22,0.44,0.08,0.55,counterfactual,FALSE,150,0.61,FALSE,0.69,retention_call,12/11/24 16:33,decrease,delayed,mild
POL-510889,69,340,1479.89,618000,0.79,0.25,0.22,0.41,0.63,feature_importance,FALSE,15,0.7,FALSE,0.7,none,9/24/24 13:35,increase,fast,none
POL-301921,66,198,310.4,1479000,0.82,0.25,0.1,0.42,0.74,feature_importance,FALSE,62,0.76,FALSE,0.7,none,11/24/24 8:49,increase,moderate,none
POL-126991,60,20,447.18,474000,0.63,0.51,0.38,0.76,0.9,rule-based,FALSE,110,0.55,TRUE,0.5,retention_call,12/22/24 12:10,increase,delayed,high
POL-301735,43,300,310.19,754000,0.95,0.11,0.52,0.14,0.71,counterfactual,FALSE,85,0.68,FALSE,0.68,none,11/20/25 18:47,decrease,moderate,none
POL-426860,28,400,354.77,277000,0.72,0.05,0.02,0.44,0.56,LIME,FALSE,46,0.7,TRUE,0.68,none,2/18/25 10:03,increase,moderate,none
POL-901208,44,6,496.47,1210000,0.58,0.28,0.14,0.46,0.92,SHAP,FALSE,80,0.74,FALSE,0.7,none,6/25/25 18:29,increase,moderate,none
POL-403468,64,160,727.64,446000,0.69,0.44,0.28,0.66,0.7,LIME,TRUE,88,0.68,TRUE,0.57,coverage_review,7/17/25 8:58,increase,moderate,high
POL-472130,32,166,413.45,687000,0.69,0.22,0.14,0.38,0.66,feature_importance,FALSE,88,0.66,FALSE,0.6,none,7/2/24 14:03,increase,moderate,none
POL-401230,70,60,119.9,70000,0.63,0.32,0.58,0.36,0.76,LIME,TRUE,110,0.59,TRUE,0.95,coverage_review,3/26/25 14:11,decrease,delayed,mild
POL-651225,48,60,354.02,120000,0.98,0.67,0.56,0.42,0.79,LIME,TRUE,222,0.62,FALSE,0.7,none,9/26/24 17:37,decrease,delayed,high
POL-018908,28,120,1500,694000,0.79,0.24,0.24,0.3,0.68,feature_importance,FALSE,70,0.7,FALSE,0.86,coverage_review,9/7/24 17:06,increase,moderate,none
POL-017488,70,180,154.51,70000,0.96,0.26,0.22,0.44,0.7,counterfactual,FALSE,15,0.65,FALSE,0.68,premium_adjustment,8/8/24 17:17,increase,fast,none
POL-001990,70,306,58.4,70000,0.6,0.61,0.53,0.46,0.92,rule-based,TRUE,140,0.82,TRUE,0.7,premium_adjustment,12/8/24 11:55,decrease,delayed,high
POL-301243,41,6,1467.26,89000,0.54,0.49,0.12,0.08,0.86,counterfactual,FALSE,150,0.63,FALSE,0.63,none,10/8/25 11:18,neutral,delayed,high
POL-98247,35,6,918.04,419000,0.68,0.29,0.12,0.08,0.67,feature_importance,FALSE,86,0.72,FALSE,0.68,retention_call,3/1/24 12:19,neutral,moderate,none
PO-313880,50,380,1462.14,2000000,0.84,0.38,0.4,0.72,0.88,LIME,FALSE,74,0.93,FALSE,0.82,coverage_review,3/25/25 14:15,increase,moderate,mild
POL-269092,42,20,260.36,525000,0.78,0.39,0.18,0.56,0.66,feature_importance,FALSE,98,0.62,FALSE,0.65,none,2/26/25 14:29,increase,moderate,mild
POL-265623,48,92,113.28,539000,0.7,0.21,0.34,0.37,0.77,SHAP,FALSE,190,0.51,FALSE,0.54,retention_call,6/26/24 13:55,neutral,delayed,none
POL-394442,34,360,184.9,1508000,0.72,0.61,0.18,0.64,0.62,rule-based,FALSE,50,0.81,FALSE,0.78,none,1/13/25 18:43,increase,moderate,mild
POL-198471,70,290,674.64,1562000,0.89,0.68,0.44,0.78,0.78,SHAP,FALSE,38,0.77,TRUE,0.68,none,5/21/25 13:09,increase,fast,high
POL-553405,49,220,409.75,86000,0.76,0.34,0.02,0.4,0.92,LIME,TRUE,58,0.85,FALSE,0.58,none,12/8/24 14:28,increase,moderate,mild
POL-613278,32,172,99.6,754000,0.94,0.21,0.12,0.5,0.61,feature_importance,FALSE,54,0.66,FALSE,0.73,none,11/2/24 12:27,increase,moderate,none
POL-713398,38,82,229.94,74000,0.8,0.12,0.32,0.34,0.83,LIME,FALSE,55,0.78,TRUE,0.5,none,3/1/24 12:00,neutral,moderate,none
POL-171938,50,520,1470.37,81000,0.85,0.15,0.04,0.2,0.66,SHAP,TRUE,15,0.95,FALSE,0.9,none,1/26/24 9:43,increase,fast,none
POL-957911,45,200,267.48,427000,0.87,0.71,0.54,0.4,0.62,SHAP,TRUE,15,0.73,FALSE,0.71,coverage_review,8/7/24 18:26,decrease,fast,high
POL-429178,39,372,95.38,83000,0.84,0.35,0.16,0.48,0.61,counterfactual,FALSE,22,0.58,FALSE,0.86,none,9/12/25 12:35,increase,fast,none
POL-911347,44,84,638.6,209000,0.6,0.13,0.24,0.5,0.73,SHAP,FALSE,136,0.88,FALSE,0.92,none,11/15/25 10:40,increase,delayed,none
POL-648383,60,280,150.46,644000,0.72,0.71,0.28,0.62,0.73,feature_importance,FALSE,75,0.76,FALSE,0.68,retention_call,8/28/24 9:02,increase,moderate,mild
POL-241260,28,6,478.31,741000,0.98,0.56,0.2,0.62,0.69,LIME,TRUE,150,0.67,FALSE,0.52,retention_call,10/24/24 9:35,increase,delayed,high
POL-459239,40,56,188.76,1234000,0.63,0.35,0.14,0.42,0.78,feature_importance,FALSE,90,0.51,FALSE,0.52,none,8/25/24 9:19,increase,moderate,none
POL-710908,69,418,188.13,1105000,0.92,0.4,0.32,0.64,0.75,rule-based,TRUE,70,0.78,TRUE,0.51,coverage_review,6/7/24 11:16,increase,moderate,none
POL-601247,31,244,360.71,1711000,0.9,0.52,0.06,0.74,0.71,LIME,FALSE,75,0.83,FALSE,0.57,none,10/6/25 14:26,increase,moderate,mild
POL-941241,28,6,74.32,1518000,0.58,0.52,0.35,0.84,0.71,rule-based,FALSE,110,0.66,FALSE,0.65,premium_adjustment,10/15/24 13:58,increase,delayed,mild
POL-791841,51,340,506.82,336000,0.95,0.08,0.08,0.19,0.88,LIME,FALSE,18,0.72,FALSE,0.58,none,10/17/24 9:17,increase,fast,none
POL-612785,68,66,984.15,627000,0.6,0.21,0.26,0.4,0.71,SHAP,FALSE,190,0.71,FALSE,0.4,retention_call,6/26/24 13:42,increase,delayed,mild
POL-117834,38,10,707.96,187000,0.62,0.32,0.22,0.2,0.66,feature_importance,FALSE,18,0.6,TRUE,0.6,retention_call,3/18/25 9:27,neutral,fast,mild
POL-751204,53,240,499.76,1104000,0.68,0.52,0.3,0.44,0.92,feature_importance,TRUE,180,0.88,FALSE,0.72,retention_call,7/17/25 13:49,increase,delayed,high
POL-172204,43,100,310.11,83000,0.88,0.28,0.2,0.3,0.63,counterfactual,FALSE,70,0.6,FALSE,0.62,none,5/17/25 12:06,increase,moderate,none
POL-001243,59,19,54.23,90000,0.66,0.08,0.4,0.72,0.92,rule-based,FALSE,50,0.6,FALSE,0.52,premium_adjustment,7/25/24 12:17,increase,moderate,none
POL-315017,33,6,466.96,981000,0.85,0.36,0.1,0.24,0.56,SHAP,FALSE,40,0.6,FALSE,0.93,none,8/26/25 8:27,increase,fast,mild
POL-011215,47,272,436.25,122000,0.89,0.26,0.48,0.36,0.74,LIME,FALSE,280,0.68,FALSE,0.78,premium_adjustment,5/18/24 18:19,decrease,delayed,mild
POL-192449,35,140,148.6,2000000,0.75,0.42,0.24,0.08,0.6,counterfactual,FALSE,15,0.6,TRUE,0.6,premium_adjustment,11/16/24 17:23,decrease,fast,none
POL-128778,69,210,62.24,265000,0.83,0.63,0.42,0.22,0.52,SHAP,FALSE,40,0.88,FALSE,0.65,none,11/18/25 11:00,decrease,fast,mild
POL-810109,62,420,139.12,926000,0.98,0.71,0.34,0.68,0.88,SHAP,TRUE,330,0.95,TRUE,0.81,premium_adjustment,7/18/25 10:37,increase,delayed,high
POL-669534,58,290,223.03,953000,0.88,0.21,0.38,0.08,0.72,feature_importance,FALSE,80,0.76,FALSE,0.68,premium_adjustment,9/30/24 16:17,decrease,moderate,none
POL-921281,40,16,59.61,260000,0.92,0.71,0.12,0.08,0.76,rule-based,FALSE,84,0.64,FALSE,0.67,none,9/9/24 9:30,neutral,moderate,mild
POL-251277,70,324,669.95,412000,0.98,0.05,0.24,0.12,0.79,SHAP,FALSE,70,0.88,TRUE,0.5,none,10/7/24 11:11,decrease,moderate,none
POL-421984,51,200,590.59,1246000,0.52,0.4,0.3,0.42,0.63,feature_importance,TRUE,230,0.88,FALSE,0.83,premium_adjustment,11/13/24 15:27,increase,delayed,high
POL-217142,38,209,1485.22,120000,0.92,0.13,0.08,0.08,0.79,counterfactual,FALSE,82,0.83,FALSE,0.44,none,10/21/25 13:27,neutral,moderate,none
POL-494672,40,80,52.61,1245000,0.76,0.18,0.22,0.53,0.62,SHAP,FALSE,15,0.51,FALSE,0.88,none,7/18/24 18:09,increase,fast,none
POL-828201,31,6,310.13,987000,0.95,0.45,0.15,0.12,0.92,LIME,FALSE,44,0.8,FALSE,0.65,none,10/26/24 15:37,neutral,moderate,mild
POL-582150,54,228,898.5,1837000,0.81,0.36,0.2,0.44,0.68,LIME,FALSE,82,0.85,TRUE,0.86,none,9/4/25 11:33,increase,moderate,mild
POL-307222,64,410,310.12,772000,0.7,0.58,0.34,0.46,0.69,feature_importance,TRUE,80,0.63,TRUE,0.5,coverage_review,8/18/25 15:11,increase,moderate,high
POL-216068,29,22,189.9,1119000,0.89,0.4,0.44,0.42,0.46,rule-based,FALSE,262,0.55,TRUE,0.88,retention_call,12/20/24 17:43,neutral,delayed,mild
POL-760921,47,40,213.61,927000,0.93,0.68,0.12,0.73,0.92,counterfactual,FALSE,90,0.67,FALSE,0.65,none,3/2/24 16:19,increase,moderate,high
POL-063702,50,200,177.21,71000,0.85,0.15,0.02,0.62,0.72,SHAP,FALSE,88,0.95,FALSE,0.84,none,1/8/25 10:35,increase,moderate,none
POL-706208,41,22,156.94,449000,0.95,0.43,0.1,0.54,0.71,SHAP,FALSE,98,0.58,FALSE,0.67,none,5/16/24 16:53,increase,moderate,none
